O*NET-SOC Code,Title,basic_skills,cognitive_skills,social_skills,operations_skills,maintenance_skills,technical_skills,management_skills,intermediate_automation_risk,automation_risk,automation_risk_score,missing_job
11-9121.00,Natural Sciences Managers,3.9399999999999995,3.697142857142857,3.23,2.0300000000000002,1.03,2.935,3.08,0.52,0.5395699797160244,63.6,False
17-3019.00,"Drafters, All Other",3.1550000000000002,3.0714285714285716,2.668333333333333,2.0925000000000002,1.0625,2.44,2.481666666666667,0.54,0.54,63.6,True
17-3013.00,Mechanical Drafters,3.1550000000000002,3.0714285714285716,2.668333333333333,2.0925000000000002,1.0625,2.44,2.481666666666667,0.54,0.54,63.6,False
15-2031.00,Operations Research Analysts,4.0,3.644285714285714,2.7916666666666665,1.5325,1.0,3.0300000000000002,2.8766666666666665,0.57,0.5381362229102168,63.5,False
17-2071.00,Electrical Engineers,3.9699999999999998,3.5185714285714282,2.938333333333333,2.5025,1.78,2.6875,2.855,0.46,0.5381350048216008,63.5,False
17-2141.02,Automotive Engineers,3.8774999999999995,3.607142857142857,3.0833333333333335,2.5,1.22,3.25,2.9583333333333335,0.52,0.5364756483238458,63.3,False
43-9111.00,Statistical Assistants,3.5024999999999995,3.142857142857143,2.793333333333333,1.4075,1.0,2.8449999999999998,2.2716666666666665,0.59,0.5356419437340154,63.2,False
43-9199.00,"Office and Administrative Support Workers, All Other",3.5024999999999995,3.142857142857143,2.793333333333333,1.4075,1.0,2.8449999999999998,2.2716666666666665,0.59,0.5356419437340154,63.2,True
17-2021.00,Agricultural Engineers,4.0,3.4314285714285715,2.936666666666667,2.59,1.66,2.9699999999999998,2.98,0.48,0.5335882352941178,63.0,False
17-2031.00,Bioengineers and Biomedical Engineers,4.0,3.734285714285714,2.938333333333333,2.7199999999999998,2.4050000000000002,3.5649999999999995,2.935,0.45,0.5300321625052901,62.7,False
15-2011.00,Actuaries,3.9074999999999998,3.5357142857142856,2.8966666666666665,1.47,1.0,2.5625,3.063333333333333,0.53,0.53,62.7,False
25-1066.00,"Psychology Teachers, Postsecondary",4.0600000000000005,3.644285714285714,3.185,1.22,1.0,2.4699999999999998,2.625,0.53,0.53,62.7,False
13-2031.00,Budget Analysts,3.5925000000000002,3.2142857142857144,2.706666666666667,1.25,1.0,2.1574999999999998,2.813333333333333,0.53,0.53,62.7,False
25-1063.00,"Economics Teachers, Postsecondary",4.03,3.394285714285714,2.938333333333333,1.25,1.0,2.315,2.5416666666666665,0.53,0.53,62.7,False
13-1161.00,Market Research Analysts and Marketing Specialists,3.9399999999999995,3.447142857142857,2.9149999999999996,1.375,1.0,2.31,2.5816666666666666,0.53,0.53,62.7,False
15-2051.01,Business Intelligence Analysts,3.8774999999999995,3.2514285714285713,2.856666666666667,1.5325,1.0,2.31,2.518333333333333,0.53,0.53,62.7,False
29-1299.02,Orthoptists,3.75,3.3042857142857143,3.0849999999999995,1.5625,1.0625,2.5,2.436666666666667,0.53,0.53,62.7,False
15-2051.00,Data Scientists,3.8774999999999995,3.2514285714285713,2.856666666666667,1.5325,1.0,2.31,2.518333333333333,0.53,0.53,62.7,True
45-2021.00,Animal Breeders,2.9074999999999998,2.712857142857143,2.2516666666666665,2.5300000000000002,1.095,1.9675,2.2283333333333335,0.53,0.53,62.7,False
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",3.1850000000000005,2.5728571428571425,2.5216666666666665,1.215,1.0,1.75,2.185,0.53,0.53,62.7,False
17-2141.00,Mechanical Engineers,3.63,3.5014285714285713,2.8349999999999995,2.9675000000000002,2.0625,3.25,2.92,0.46,0.5244756483238457,62.2,False
17-2141.01,Fuel Cell Engineers,3.7800000000000002,3.4614285714285713,2.811666666666667,2.9975,2.185,3.1574999999999998,2.831666666666667,0.46,0.5244756483238457,62.2,False
17-2171.00,Petroleum Engineers,3.91,3.5014285714285713,3.186666666666667,2.4675000000000002,1.4375,2.69,3.2516666666666665,0.46,0.5214640522875816,61.9,False
29-2036.00,Medical Dosimetrists,3.9074999999999998,3.354285714285715,3.0216666666666665,2.25,1.0625,2.69,2.7083333333333335,0.52,0.52,61.8,False
29-2052.00,Pharmacy Technicians,3.625,2.908571428571429,2.6650000000000005,2.06,1.0,2.0324999999999998,2.311666666666667,0.52,0.52,61.8,False
43-9022.00,Word Processors and Typists,3.25,2.2857142857142856,2.3316666666666666,1.8125,1.185,1.78,2.0016666666666665,0.52,0.52,61.8,False
19-2041.01,Climate Change Policy Analysts,4.0024999999999995,3.265714285714286,3.06,1.28,1.0,2.3449999999999998,2.875,0.52,0.52,61.8,False
31-9094.00,Medical Transcriptionists,3.75,2.622857142857143,2.2083333333333335,1.31,1.0,1.4375,1.7716666666666665,0.52,0.52,61.8,False
43-9081.00,Proofreaders and Copy Markers,3.56,2.377142857142857,1.9383333333333332,1.345,1.0,1.3125,1.7283333333333335,0.52,0.52,61.8,False
17-3031.00,Surveying and Mapping Technicians,3.3425000000000002,2.857142857142857,2.7733333333333334,2.2199999999999998,1.0925,2.2175000000000002,2.3733333333333335,0.52,0.52,61.8,False
17-2112.02,Validation Engineers,4.0,3.4285714285714284,2.875,2.6225,1.155,2.6574999999999998,2.6233333333333335,0.52,0.52,61.8,False
17-2061.00,Computer Hardware Engineers,3.91,3.5185714285714282,2.7266666666666666,2.5625,2.1550000000000002,2.8125,2.688333333333333,0.46,0.5204868154158214,61.8,False
19-3041.00,Sociologists,4.0600000000000005,3.5714285714285716,3.2083333333333335,1.125,1.0,2.3425000000000002,2.5816666666666666,0.52,0.52,61.8,False
13-2041.00,Credit Analysts,3.465,3.0714285714285716,2.5833333333333335,1.405,1.0,1.845,2.375,0.52,0.52,61.8,False
25-1053.00,"Environmental Science Teachers, Postsecondary",4.0600000000000005,3.608571428571428,3.105,1.5025,1.0,2.44,2.6233333333333335,0.52,0.52,61.8,False
25-1064.00,"Geography Teachers, Postsecondary",4.0600000000000005,3.4842857142857144,3.1666666666666665,1.1575,1.0,2.4375,2.668333333333333,0.52,0.52,61.8,False
19-2043.00,Hydrologists,3.7824999999999998,3.392857142857143,2.98,2.3125,1.97,2.8425000000000002,2.6266666666666665,0.46,0.5176696832579187,61.6,False
19-2021.00,Atmospheric and Space Scientists,4.0,3.4985714285714287,2.8966666666666665,1.435,1.0,2.7824999999999998,2.563333333333333,0.57,0.5151988795518208,61.3,False
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",3.9699999999999998,3.41,2.8733333333333335,1.875,1.1875,2.75,2.561666666666667,0.54,0.5136188898094449,61.2,False
33-3021.06,Intelligence Analysts,4.0925,3.2300000000000004,3.0,1.2175,1.0,2.0,2.313333333333333,0.51,0.51,60.8,False
13-2082.00,Tax Preparers,3.5324999999999998,2.872857142857143,2.77,1.315,1.0,1.81,2.125,0.51,0.51,60.8,False
17-3011.00,Architectural and Civil Drafters,3.3425000000000002,3.1257142857142854,2.936666666666667,2.0949999999999998,1.3425,2.5949999999999998,2.6466666666666665,0.51,0.51,60.8,False
25-9045.00,"Teaching Assistants, Except Postsecondary",3.5625,2.962857142857143,2.936666666666667,1.7175,1.0,1.97,2.1466666666666665,0.51,0.51,60.8,True
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",4.2475000000000005,3.6799999999999997,3.2900000000000005,1.125,1.0,2.315,2.706666666666667,0.51,0.51,60.8,False
43-3021.00,Billing and Posting Clerks,3.215,2.6257142857142854,2.5,1.6875,1.315,1.905,2.1650000000000005,0.51,0.51,60.8,False
19-3099.00,"Social Scientists and Related Workers, All Other",4.0,3.5714285714285716,3.0833333333333335,1.5,1.03,2.4074999999999998,2.9583333333333335,0.51,0.51,60.8,True
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",4.0600000000000005,3.5885714285714285,3.188333333333333,1.9075,1.0,2.5,2.6266666666666665,0.51,0.51,60.8,False
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",3.755,3.1242857142857146,2.98,1.22,1.0,2.0300000000000002,2.645,0.51,0.51,60.8,False
13-1051.00,Cost Estimators,3.7824999999999998,3.197142857142857,2.956666666666667,1.22,1.03,2.0949999999999998,2.895,0.51,0.51,60.8,False
31-9011.00,Massage Therapists,3.3100000000000005,2.7842857142857147,2.5216666666666665,1.3775,1.0,1.625,2.0,0.51,0.51,60.8,False
17-2112.00,Industrial Engineers,3.9074999999999998,3.2685714285714282,2.811666666666667,2.2199999999999998,1.0625,2.3425000000000002,2.8333333333333335,0.51,0.51,60.8,False
19-3099.01,Transportation Planners,4.0,3.5714285714285716,3.0833333333333335,1.5,1.03,2.4074999999999998,2.9583333333333335,0.51,0.51,60.8,False
19-3094.00,Political Scientists,4.1225000000000005,3.462857142857143,3.1466666666666665,1.19,1.0,2.1550000000000002,2.393333333333334,0.51,0.51,60.8,False
13-1161.01,Search Marketing Strategists,3.6875,3.358571428571428,3.1033333333333335,1.53,1.0,2.2824999999999998,2.77,0.51,0.51,60.8,False
23-2011.00,Paralegals and Legal Assistants,3.8449999999999998,2.7142857142857144,2.7716666666666665,1.1875,1.0,1.6875,1.8533333333333335,0.51,0.51,60.8,False
17-2081.00,Environmental Engineers,4.0,3.5728571428571425,3.105,2.215,1.0,2.5,2.8333333333333335,0.51,0.51,60.8,False
27-1021.00,Commercial and Industrial Designers,3.625,3.2671428571428573,2.978333333333333,2.2199999999999998,1.22,2.5925000000000002,2.6666666666666665,0.51,0.51,60.8,False
19-3091.00,Anthropologists and Archeologists,4.1850000000000005,3.34,2.956666666666667,1.4675,1.03,2.1875,2.6266666666666665,0.51,0.51,60.8,False
19-4021.00,Biological Technicians,3.5949999999999998,3.108571428571428,2.3349999999999995,2.7800000000000002,1.6875,2.6275,2.48,0.51,0.51,60.8,False
29-9092.00,Genetic Counselors,3.9699999999999998,3.1799999999999997,3.186666666666667,1.25,1.0,2.2199999999999998,2.4149999999999996,0.51,0.51,60.8,False
25-9044.00,"Teaching Assistants, Postsecondary",3.5625,2.962857142857143,2.936666666666667,1.7175,1.0,1.97,2.1466666666666665,0.51,0.51,60.8,False
17-2199.10,Wind Energy Engineers,3.4725,3.2857142857142856,2.895,2.3425000000000002,1.0925,2.8125,2.7516666666666665,0.53,0.506957219251337,60.5,False
17-2199.00,"Engineers, All Other",3.9074999999999998,3.6099999999999994,3.0216666666666665,2.31,1.0625,2.8725,2.9583333333333335,0.52,0.504957219251337,60.3,True
17-2199.03,"Energy Engineers, Except Wind and Solar",3.9074999999999998,3.6099999999999994,3.0216666666666665,2.31,1.0625,2.8725,2.9583333333333335,0.52,0.504957219251337,60.3,False
17-2161.00,Nuclear Engineers,3.9375,3.8214285714285716,3.0833333333333335,3.0600000000000005,1.4975,3.2199999999999998,2.9983333333333335,0.49,0.5021915184678523,60.1,False
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",3.9350000000000005,3.355714285714286,3.0216666666666665,1.47,1.0,2.0925000000000002,2.58,0.5,0.5,59.9,False
29-1011.00,Chiropractors,3.8774999999999995,3.214285714285715,3.145,1.785,1.0,2.2525,2.688333333333333,0.5,0.5,59.9,False
27-3043.05,"Poets, Lyricists and Creative Writers",4.125,3.0357142857142856,2.6033333333333335,1.1875,1.0,1.56,1.9783333333333335,0.5,0.5,59.9,False
19-3093.00,Historians,4.1575,3.158571428571429,2.8349999999999995,1.22,1.0,1.75,2.23,0.5,0.5,59.9,False
17-3012.00,Electrical and Electronics Drafters,3.4375,3.1242857142857146,2.75,2.2525,1.31,2.25,2.523333333333333,0.5,0.5,59.9,False
47-4011.00,Construction and Building Inspectors,3.6550000000000002,3.108571428571428,2.936666666666667,2.3775,1.0,2.2175000000000002,2.6266666666666665,0.5,0.5,59.9,False
39-3019.00,"Gambling Service Workers, All Other",3.0625,2.444285714285715,2.6466666666666665,1.8125,1.0,1.6575,2.0033333333333334,0.5,0.5,59.9,True
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",4.0600000000000005,3.627142857142857,3.27,1.935,1.0,2.5025,2.7083333333333335,0.5,0.5,59.9,False
29-1041.00,Optometrists,4.0600000000000005,3.2128571428571426,3.3349999999999995,2.2175000000000002,1.0,2.6275,2.768333333333334,0.5,0.5,59.9,False
19-3039.00,"Psychologists, All Other",4.4075,3.642857142857143,3.436666666666667,1.78,1.0,2.5300000000000002,2.6666666666666665,0.5,0.5,59.9,True
25-1011.00,"Business Teachers, Postsecondary",4.0625,3.5014285714285713,3.125,1.28,1.0,2.0949999999999998,2.5583333333333336,0.5,0.5,59.9,False
29-1131.00,Veterinarians,3.9050000000000002,3.5199999999999996,3.0849999999999995,2.0324999999999998,1.2175,2.5324999999999998,2.688333333333333,0.5,0.5,59.9,False
45-2041.00,"Graders and Sorters, Agricultural Products",2.5,2.0700000000000003,1.9583333333333333,1.625,1.0,1.2175,1.5616666666666668,0.5,0.5,59.9,False
17-1021.00,Cartographers and Photogrammetrists,3.5,2.944285714285715,2.7099999999999995,1.7825,1.2825,2.065,2.3533333333333335,0.5,0.5,59.9,False
19-3039.02,Neuropsychologists,4.4075,3.642857142857143,3.436666666666667,1.78,1.0,2.5300000000000002,2.6666666666666665,0.5,0.5,59.9,False
19-1031.00,Conservation Scientists,3.7199999999999998,3.1614285714285715,3.081666666666667,2.2199999999999998,1.185,2.5949999999999998,2.8333333333333335,0.5,0.5,59.9,False
43-4021.00,Correspondence Clerks,3.75,2.7157142857142853,2.77,1.25,1.0,1.6575,2.061666666666667,0.5,0.5,59.9,False
41-9012.00,Models,2.5,1.8399999999999999,2.105,1.03,1.0,1.1875,1.4783333333333335,0.5,0.5,59.9,False
13-1041.01,Environmental Compliance Inspectors,3.91,3.447142857142857,2.9599999999999995,2.8125,1.03,2.3425000000000002,2.581666666666667,0.5,0.5,59.9,False
15-1299.03,Document Management Specialists,3.625,3.2300000000000004,2.938333333333333,1.4375,1.0,2.0300000000000002,2.7900000000000005,0.5,0.5,59.9,False
43-4011.00,Brokerage Clerks,3.6574999999999998,2.8214285714285716,2.793333333333333,1.28,1.0,1.75,2.563333333333333,0.5,0.5,59.9,False
13-2072.00,Loan Officers,3.815,3.0542857142857143,2.9616666666666664,1.4075,1.0,1.9375,2.455,0.5,0.5,59.9,False
13-2053.00,Insurance Underwriters,3.7175000000000002,3.0171428571428573,2.8966666666666665,1.25,1.0,1.845,2.4599999999999995,0.5,0.5,59.9,False
39-3012.00,Gambling and Sports Book Writers and Runners,3.0625,2.444285714285715,2.6466666666666665,1.8125,1.0,1.6575,2.0033333333333334,0.5,0.5,59.9,False
11-9121.02,Water Resource Specialists,4.0,3.447142857142857,3.061666666666667,2.5,1.0,2.5025,3.018333333333334,0.5,0.5,59.9,False
43-5051.00,Postal Service Clerks,3.1574999999999998,2.552857142857143,2.6233333333333335,1.9075,1.0,1.7175,2.1466666666666665,0.5,0.5,59.9,False
43-4131.00,Loan Interviewers and Clerks,3.9050000000000002,3.09,3.043333333333333,1.5325,1.0,1.935,2.27,0.5,0.5,59.9,False
13-2054.00,Financial Risk Specialists,3.7175000000000002,3.0171428571428573,2.8966666666666665,1.25,1.0,1.845,2.4599999999999995,0.5,0.5,59.9,True
19-1042.00,"Medical Scientists, Except Epidemiologists",4.0925,3.697142857142857,3.0216666666666665,2.1574999999999998,1.155,2.8725,2.7716666666666665,0.53,0.49971018651362986,59.8,False
17-2199.05,Mechatronics Engineers,3.6550000000000002,3.4642857142857144,2.855,2.8425000000000002,1.72,3.0300000000000002,2.73,0.49,0.49895721925133696,59.8,False
17-2199.11,Solar Energy Systems Engineers,3.8774999999999995,3.341428571428571,2.9166666666666665,2.5324999999999998,1.75,2.7824999999999998,2.561666666666667,0.48,0.49695721925133696,59.6,False
17-2051.02,Water/Wastewater Engineers,3.9074999999999998,3.5885714285714285,3.0400000000000005,2.435,1.1875,3.0949999999999998,3.188333333333333,0.51,0.49732273449920505,59.6,False
17-2051.01,Transportation Engineers,3.9375,3.537142857142857,3.1233333333333335,2.1550000000000002,1.0,2.8775,3.3766666666666665,0.5,0.49532273449920505,59.4,False
17-2199.07,Photonics Engineers,3.7824999999999998,3.3757142857142854,2.7283333333333335,2.8775,2.2175000000000002,3.1550000000000002,2.581666666666667,0.47,0.49495721925133696,59.4,False
17-2051.00,Civil Engineers,3.7524999999999995,3.448571428571429,3.02,1.8125,1.3425,2.94,3.23,0.5,0.49532273449920505,59.4,False
17-2199.09,Nanosystems Engineers,3.94,3.627142857142857,3.0,2.6875,1.935,3.3125,2.918333333333333,0.47,0.49495721925133696,59.4,False
17-2131.00,Materials Engineers,3.875,3.3742857142857146,3.0400000000000005,2.6550000000000002,1.5,3.0625,2.8100000000000005,0.5,0.4952383900928793,59.4,False
17-2072.00,"Electronics Engineers, Except Computer",3.7824999999999998,3.5,2.8983333333333334,3.0,2.5324999999999998,3.0625,2.8966666666666665,0.42,0.4952488687782805,59.4,False
17-2112.01,Human Factors Engineers and Ergonomists,4.0,3.6242857142857146,3.0433333333333334,2.1225,1.1875,3.0300000000000002,2.7916666666666665,0.53,0.4931131221719457,59.2,False
17-2199.06,Microsystems Engineers,3.8425000000000002,3.552857142857143,3.0,2.8725,1.8775,3.0,3.043333333333333,0.45,0.49095721925133695,59.0,False
15-1299.08,Computer Systems Engineers/Architects,3.9399999999999995,3.5714285714285716,2.938333333333333,2.6550000000000002,1.8425,3.0,2.98,0.47,0.4906184279021344,59.0,False
19-2032.00,Materials Scientists,3.9074999999999998,3.515714285714286,2.895,2.4074999999999998,1.285,2.815,2.643333333333334,0.52,0.4912559618441972,59.0,False
29-1214.00,Emergency Medicine Physicians,3.8149999999999995,3.3742857142857146,3.4583333333333335,1.595,1.0625,2.4074999999999998,2.625,0.49,0.49,58.9,True
41-3021.00,Insurance Sales Agents,3.8449999999999998,2.877142857142857,3.1649999999999996,1.405,1.0,1.905,2.2283333333333335,0.49,0.49,58.9,False
29-1299.01,Naturopathic Physicians,4.1225000000000005,3.484285714285714,3.3533333333333335,1.7175,1.03,2.31,2.686666666666667,0.49,0.49,58.9,False
13-1081.02,Logistics Analysts,3.7525,3.3200000000000003,2.9399999999999995,1.7175,1.0,2.1574999999999998,3.145,0.49,0.49,58.9,False
17-1011.00,"Architects, Except Landscape and Naval",3.94,3.7314285714285718,3.145,2.2824999999999998,1.0625,2.565,3.063333333333333,0.49,0.49,58.9,False
19-4013.00,Food Science Technicians,3.5625,2.8214285714285716,2.5416666666666665,2.5275,1.5925,2.19,2.2916666666666665,0.49,0.49,58.9,False
13-2020.00,Property Appraisers and Assessors,3.5949999999999998,2.857142857142857,2.8533333333333335,1.965,1.0,1.875,2.2966666666666664,0.49,0.49,58.9,True
13-1199.05,Sustainability Specialists,3.9699999999999998,3.3200000000000003,3.061666666666667,1.81,1.06,2.0949999999999998,2.688333333333333,0.49,0.49,58.9,False
29-1229.01,Allergists and Immunologists,4.1850000000000005,3.605714285714286,3.3333333333333335,1.625,1.095,2.5025,2.8533333333333335,0.49,0.49,58.9,False
13-1199.06,Online Merchants,3.5,2.8757142857142854,3.0416666666666665,1.4675,1.155,2.0949999999999998,2.7283333333333335,0.49,0.49,58.9,False
13-2011.00,Accountants and Auditors,3.7199999999999998,3.0714285714285716,3.02,1.5025,1.0925,2.0625,2.6266666666666665,0.49,0.49,58.9,False
11-3031.03,Investment Fund Managers,3.875,3.394285714285714,3.02,1.345,1.0,2.0025,2.9599999999999995,0.49,0.49,58.9,False
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",3.8125,3.0185714285714282,2.9399999999999995,1.5325,1.03,1.8425,2.2916666666666665,0.49,0.49,58.9,False
19-3051.00,Urban and Regional Planners,4.03,3.462857142857143,3.27,1.4375,1.0,2.2475,3.125,0.49,0.49,58.9,False
53-7064.00,"Packers and Packagers, Hand",2.4975,2.1771428571428575,1.9966666666666668,2.0300000000000002,1.3125,1.375,1.7516666666666667,0.49,0.49,58.9,False
19-5012.00,Occupational Health and Safety Technicians,3.8774999999999995,3.1242857142857146,3.06,2.5949999999999998,1.03,2.315,2.6233333333333335,0.49,0.49,58.9,False
13-1041.06,Coroners,3.9050000000000002,3.1785714285714284,3.1216666666666666,1.905,1.1875,2.2175000000000002,2.3316666666666666,0.49,0.49,58.9,False
25-3021.00,Self-Enrichment Teachers,3.2800000000000002,2.9285714285714284,2.873333333333333,1.78,1.0,1.72,2.105,0.49,0.49,58.9,False
25-4011.00,Archivists,3.8449999999999998,3.018571428571429,2.7916666666666665,1.6225,1.0,1.75,2.5033333333333334,0.49,0.49,58.9,False
27-1024.00,Graphic Designers,3.375,3.0342857142857147,2.9983333333333335,1.5,1.03,1.8725,2.4583333333333335,0.49,0.49,58.9,False
25-1082.00,"Library Science Teachers, Postsecondary",4.0600000000000005,3.552857142857143,3.1650000000000005,1.28,1.0,1.9675,2.6033333333333335,0.49,0.49,58.9,False
25-1067.00,"Sociology Teachers, Postsecondary",4.155,3.444285714285715,3.145,1.22,1.0,1.9375,2.565,0.49,0.49,58.9,False
